Tipo;Plan estabilidad lechero?;Fecha ingreso trámite;Fracciones Artº5;Tipo de negocio;Tipo de negocio;;Nº expediente;Estado de ocupación;Moneda;Precio total;Superficie total(ha);Superficie CONEAT 100 (ha);Mejoras que incluye;Forma de entrega;Forma y plazo pago;Multa por incumplimiento;Padrones
Por Art. 35º;NO;03/09/2025;;Compraventa;Compraventa;;2025-70-1-01395;Libre;U$S;2609901;775,4294;819,2944;La operación comprende suelos y mejoras;PADS 12822 y 17546: La compraventa se otorgará dentro del plazo máximo de 90 días a contar de la firma de los boletos de reserva, oportunidad en la cual se hará entrega de los inmuebles libres de ocupantes. El plazo referido vence el 5/10/25.PAD 17852: La entrega de ocupación del inmueble se hará el 30/12/25, libre de ocupantes.;PADS 12822 y 17546: Se abonará simultáneamente y en una sola partida con el otorgamiento de las respectivas compraventas y entrega de posesión de los inmuebles.PAD 17852: 1) U$S 100000 simultánemente al otorgamiento del compromiso de compraventa (27/10/25).2) U$S 730450 en una sola partida, al mometno del otorgamiento de la ;PAD 12822: U$S 88810PAD 17546: U$S 89361PAD 17852: U$S 83045;Lavalleja-> Rural: 12822-17852-17546
Por Art. 35º;NO;02/09/2025;;Compraventa;Compraventa;;2025-70-1-01386;Ocupado;U$S;4980916;553,4353;849,7088;La operación comprende suelos y mejoras;Se entregará libre de ocupantes simultáneamente al otorgamiento de la escritura de compraventa y pago del precio.Actualmente se encuentran arrendados a favor de Agrícola Figares Planchón S.R.L por el plazo de 3 años a contar desde el 1/07/2019 con opción a prórroga del arrendatario de 3 años.;Al contado en una sola partida, simultáneamente al otorgamiento de la escritura de compraventa definitiva.;U$S 500000;Flores-> Rural: 793-211-218
Por Art. 35º;NO;01/09/2025;;Compraventa;Compraventa;;2025-70-1-01372;Ocupado;U$S;1073242;208,8019;202,5378;La operación comprende suelos y mejoras.;'El bien acutalmente se encuentra arrendado a favor del Sr. Carlos Alberto Nuñez Quinteros; y actualmente se encuentra en trámite de desalojo en el Juzgado Letrado de 2do Turno de Durazno. Se entregará libre de ocupantes culminado el desalojo.';Al contado en un plazo máximo de 120 días contados a partir del 4/07/25.;U$S 50000;Durazno-> Rural: 12095
Por Art. 35º;NO;29/08/2025;;Compraventa;Compraventa;;2025-70-1-01417;Ocupado;U$S;1306049;435,3498;609,4897;La operación comprende suelos y mejoras.;El bien se entregará al momento de otorgarse la escritura de compraventa, la que se realizará en un plazo de 60 días a contar de la suscripción del boleto de reserva.;Al contado al momento de otorgarse la escritura de la compraventa de acuerdo al boleto de reserva.;Se pacta una multa equivalente a los daños y perjuicios causados por el incumplidor, suma que será fijada por el juez competente que entienda en la causa,;Salto-> Rural: 2896
Por Art. 35º;NO;28/08/2025;;Compraventa;Compraventa;;2025-70-1-00496;Libre;U$S;400000;176,3858;255,7594;La operación comprende suelos y mejoras anexas.;Se entregará dentro del plazo de 45 días a contar de la firma del boleto de reserva, libre de ocupantes.;a) U$S 200000 simultáneamente a la firma de la escritura de compraventab) U$S 200000 dentro del plazo de 2 años a contar a partir de la escritura de la compraventa.;U$S 50.000;Canelones-> Rural: 2453
Por Art. 35º;NO;28/08/2025;;Compraventa;Compraventa;;2025-70-1-01359;Libre;U$S;4713998;362,6153;525,7922;La operación comprende la fracción de campo referida, con sus alambrados, instalaciones, bosques y mejoras que le acceden.;Se entregará al enajenante al momento de otorgarse la compraventa definitiva, libre de obligaciones, interdicciones, gravámenes y ocupantes a cualquier título.;El pago del precio se abonará conforme los medios de pago previstos por la ley 19210 y sus modificativas.;U$S 471400;Soriano-> Rural: 265
Por Art. 35º;NO;27/08/2025;;Liquidación de sociedad;Liquidación de sociedad;;2025-70-1-01346;Ocupado;U$S;10966925;1142,388;1410,5612;La operación comprende suelos y mejoras ;Los bienes se entregarán conjunta y simultáneamente a la escritura de compraventa en su favor, ocupados por "Pinter Sociedad Anonima" en calidad de arrendataria, segun contrato arrendamiento suscrito en la ciudad de Mercedes el 07/05/24.;Al contado simultáneamente al otogamiento de la escritura de compraventa.;U$S 250000;Soriano-> Rural: 13262-13261-13263-13260
Por Art. 35º;NO;22/08/2025;;Compraventa;Compraventa;;2025-70-1-01328;Libre;U$S;4230873;414,7327;669,0956;La operación comprende suelos y mejoras;Los bienes relacionados se entregarán libre de ocupantes a cualquier título en forma simultánea al otorgamiento de la escritura de compraventa.;Se abonarán al contado y en una sola partida en forma simultánea al otorgamiento de la escritura de compraventa.;U$S 110000;Colonia-> Rural: 624-641-11111-643-23100-619
Por Art. 5º;NO;22/08/2025;COL. ITALIA. FRACC. 63C INM. 19 DE LA 6TA SECC. CAT. DEL DPTO. DE SAN JOSÉ;Compraventa;Compraventa;;2025-70-1-01329;Ocupado;U$S;48000;3,189;6,091;La operación comprende suelos y mejoras ;El bien se entregará libre de ocupantes a cualquier título, en forma simultánea a la suscripción del compromiso de compraventa, habiéndose establecido un plazo máximo de 60 días y actualmente esta ocupado por los propietarios.;a) U$S 15000 al momento de la suscripción del compromiso de compraventa.b) El saldo se pagará  en 22 cuotas mensuales, iguales, y consecutiva de U$S 1500 c/u con vencimiento la primera de ellas a los 30 días siguientes a la suscripción del compromiso de compraventa. ;U$S 4800;San José-> Rural: 20240
Por Art. 35º;NO;21/08/2025;;Compraventa;Compraventa;;2025-70-1-01324;Libre;U$S;5920000;560,9935;846,3631;La operación comprende suelos y mejoras;Simultáneamente con el otorgamiento de la compraventa, dentro del plazo que vence el 15/12/25, libre de ocupantes.;Al contado y en una sola partida, simultáneamente con el otorgamiento de la escitura de compraventa-.;U$S 592000;Colonia-> Rural: 16422-3560-18384-17688-16423-3559-3544-18412-18382-16424
Por Art. 35º;NO;18/08/2025;;Compraventa;Compraventa;;2025-70-1-01033;Ocupado;U$S;3768606;1196,3828;912,3166;Comprende tanto los suelos como las mejoras incorporadas a los inmuebles objeto de la operación incluyendo instalaciones rurales, alambrados, aguadas, mangas, construcciones, bebederos, electrificación rural y demas bienes inmuebles por adherencia o destinación existentes en padrones detallados, con excepción de semovientes, útiles y herramientas;Los inmuebles se encuentran actualmente arrendados, conforme a los estipulado en los contratos celebrados por Porto Macedo Sociedad Colectiva, por un plazo de 10 años a contar desde el 01/06/19;a) U$S 1000000 al momento de la suscripcion del compromiso de compraventa en condiciones de ser inscriptob) U$S 1500000 a los noventa dias corridos de celebrado dicho compromisoc) U$S 500000 a los ciento setenta días corridos contados desde la suscripción del compromiso.d) U$S 192151,5 (1/7/26);U$S 400.000;Cerro Largo-> Rural: 10298-18453-13885-11602-9105-18451-12070-11026-18442-11271-10549-13931-10658-18454-13907-13324-9803-18452-12447-11506-18448-11518-11010-18441-11008-2315-13930
Por Art. 35º;NO;18/08/2025;;Enajenación forzosa;Enajenación forzosa;;2025-70-1-01293;Libre;U$S;12100000;143,4817;181,641;No se estipula;No se estipula;No se estipula;No se estipula;Canelones-> Rural: 9399-997-1000-12229
Por Art. 35º;NO;14/08/2025;;Compraventa;Compraventa;;2025-70-1-01277;Libre;U$S;1957070;343,3461;417,8009;La operación comprende suelos y mejoras;Los inmuebles se entregarán simultáneamente al otorgamiento de la escritura definitiva e integración total del precio convenido, libre de ocupantes, arrendatarios, medianeros y comodatarios. ;Se integrará al contado en su totalidad, dentro del plazo de 60 días a partir de la fecha del contato preliminar de boleto de reserva, es decir, del día 01/07/25.;U$S 190000;Florida-> Rural: 15488-236 San José-> Rural: 5224
Por Art. 5º;NO;13/08/2025;fraccion nº 103, colonia 19 de Abril, inmueble nº1;Compraventa;Compraventa;;2025-70-1-00049;Ocupado;U$S;227500;35;67,2;suelos y mejoras;Ocupado de manera precaria por el comprador;Al contado y en 2 partidas:-  una de U$S 27.500 al momento de suscribirse un compromiso de compraventa de manera previa a la finalización de las sucesiones de los titulares del inmueble- otra de U$S 200.000 a la firma de la compraventa en cumplimiento del compromiso una vez finalizadas las sucesiones;U$S 22.750;Paysandú-> Rural: 2079
Por Art. 35º;NO;13/08/2025;;Compraventa;Compraventa;;2025-70-1-01257;Ocupado;U$S;1213154;551,434;584,52;Comprende suelos y mejoras;Se entregará el 30/11/25 conjuntamente con el compromiso de compraventa, libre de ocupantes (a la fecha se encuentra arrendado por medio de contrato de fecha 11/11/22, por un plazo de 3 años el cual la parte vendedora se obliga a rescindir con anterioridad a la firma del compromiso de compraventa);a) U$S 1.000.000 con el otorgamiento del compromiso de compraventa.b) el saldo de U$S 213.154,80 se abonará en 2 cuotas iguales, anuales y consecutivas de  U$S106.577,40 , venciendo la primera al año y la segunda a los 2 años de la suscripción del compromiso de compraventa.;U$S 121.315,48;Paysandú-> Rural: 6926
Por Art. 35º;NO;12/08/2025;;Compraventa;Compraventa;;2025-70-1-01249;Libre;U$S;2642171;264,1828;471,3651;La operación comprende suelos y mejoras;La entrega de la posesión será otorgada en el plazo de 30 días a contar de la firma del boleto, prorrogables por 30 días más, libre de ocupantes y cosas, simultáneamente con el otorgamiento de la compraventa.;Se integrará al momento de la compraventa en una sola partida y por medios de pago exigidos por la ley.;U$S 264640;Colonia-> Rural: 9061-8269-5754-4956
Por Art. 35º;NO;12/08/2025;;Compraventa;Compraventa;;2025-70-1-01258;Libre;U$S;11665978;1060,5434;1780,4119;La operación comprende suelos y mejoras;La entrega de la posesión será otorgada en el plazo de sesenta días a contar desde la firma del boleto de reserva, prorrogables por 30 días más, libre de ocupantes y cosas, simultáneamente con el otorgamiento de la compraventa.;Se pagará simultáneamente con el otorgamiento de la compraventa.;U$S 1166598;Río Negro-> Rural: 380-4861
Por Art. 35º;NO;12/08/2025;;Enajenación forzosa;Enajenación forzosa;;2025-70-1-01263;Libre;U$S;5618038;2006,4423;2066,6355;No se estipula;No surge en el expediente;Precio integrado;No se estipula;Salto-> Rural: 9825
Por Art. 35º;NO;11/08/2025;;Compraventa;Compraventa;;2025-70-1-01246;Libre;U$S;1964663;523,91;533,4188;La operación comprende suelos y mejoras;La entrega de los inmuebles se hará simultáneamente con el otorgamiento de la compraventa, libre de semovientes y ocupantes a cualquier título.;En una sola partida simultáneamente al otorgamiento de la compraventa.;U$S 196125;Florida-> Rural: 20161-20160
Por Art. 35º;NO;08/08/2025;;Compraventa;Compraventa;;2025-70-1-01238;Ocupado;U$S;2235444;700,0407;693,0401;No incluye mejoras;Se entrega el día de la compraventa. Arrendado a la sociedad de hecho Laxalde Tafernaberry Maria Marta, Laxalde Laxalde Miguel y otros.;-Los padrones 17101, 17102  17104: Al contado, en una sola partida, dentro de los 60 días contados a partir del 03/06/25, prorrogable hasta tanto se obtenga la totalidad de la documentación para escriturar.-El padron 17100 En una sola partida, dentro de los 90 días contados a partir del 03/06/25,-EL padron 17103 dentro de los 60 días contados a partir del 03/06/25, ;U$S 111.000 (por los padrones 17101, 17102, 17104)U$S 160.000 (por el padron 17100)U$S 32.000 (por el padrón 17103);Tacuarembó-> Rural: 17100-17102-17103-17104-17101
Por Art. 35º;NO;05/08/2025;;Compraventa;Compraventa;;2025-70-1-01198;Libre;U$S;1652630;213,2426;235,7713;Suelos y mejoras;Libre de ocupantes;Al contado al momento de la compraventa definitiva (31/08/25);U$S 165.263;Florida-> Rural: 2781-4352-8299
Por Art. 35º;NO;04/08/2025;;Compraventa;Compraventa;;2025-70-1-01196;Ocupado;U$S;4900000;510,491;872,9396;La operación comprende suelos y mejoras;El bien se entregará simultáneamente a la firma de la escritura definitiva de compraventa, en el plazo de 90 días contados a partir de "hoy" según boleto de reserva con fecha 10/07/25. El mismo se encuentra arrendado con plazo vigente hasta el 30/06/27, viéndose obligado a rescindir los contratos de arrendamiento, entregandolos así libre de ocupantes, semovientes, maquinaria y pertenencias personales de cualquier tipo.;El precio se abonará en una única partida en forma simultánea a la firma de la escritura de compraventa;U$S 490000;Soriano-> Rural: 1671
Por Art. 5º;NO;01/08/2025;Colonia La Concordia, fr. 74, inmueble 22;Compraventa;Compraventa;;2025-70-1-01184;Libre;U$S;610000;20,379;54,00435;La operación comprende suelos y mejoras.;La ocupación del bien fue entregada simultáneamente con el otorgamiento de la escritura de promesa de compraventa, libre de ocupantes.;a) U$S 100.000 fueron abonados simultáneamente al otorgamiento de la promesa de compraventab) el saldo de U$S 500.000 en 15 cuotas anuales y consecutivas de U$S 33.338 la primera y U$S 33.333 las 14 cuotas restantes (venciendo la primera en un plazo de un año a contar del otorgamiento de la promesa de compraventa);U$S 120.000;Soriano-> Rural: 10619
Por Art. 35º;NO;29/07/2025;;Compraventa;Compraventa;;2025-70-1-01156;Parcialmente ocupado;U$S;5720534;1972,58;2071,209;Comprende todas las mejoras existentes, locativas y pasturas.;Libre de ocupantes a excepción por contrato de arrendamiento de arroz con contrato vigente e inscripto según consta en la infromación registral que se adjunta y se da por reproducida en la presente solicitud.;El saldo se abonará en cuatro pagos anuales equivalente cada uno de ellos al 20% del precio total (U$S 1144107), venciendo el primer pago en el plazo de un año a contar de la firma del compromiso de compraventa, 2026 y los siguientes, en la misma fecha para los años siguientes (2027, 2028 y 2029). Conjuntamente al último pago se procederá al otorgamiento de la escritura definitiva de los bienes objeto de la presente reserva.;U$S 600000;Artigas-> Rural: 7353-7354-6846
Por Art. 5º;NO;28/07/2025;Ex fracción 91;Compraventa;Compraventa;;2011-70-1-80491;Libre;U$S;25000;0,0485;0;Suelos y mejoras;Libre;Al contado;U$S 10.000;Soriano-> Urbanizaciones PH: 307
Por Art. 35º;NO;28/07/2025;;Compraventa;Compraventa;;2025-70-1-01142;Ocupado;U$S;1799205;1199,47;707,6873;No se especifíca;El inmueble objeto del negocio proyectado se encuentra ocupado por el promitente adquiriente, en calidad de arrendatario, según surge del contrato de arrrendamiento rural celebrado el 22/04/22, por un plazo de 5 años, finalizando el 21/04/27, prorrogable por 5 años más.;3 cuotas anuales y consecutivas : - la primera de U$S 880.000 (a ser abonada simultáneamente con el otorgamiento de la compraventa definitiva y con el otorgamiento de la hipoteca en garantía del saldo del precio) De dicho monto ya fueron abonados U$S 440.000- la segunda de U$S 459.603 (a ser abonada a los 325 días del otorgamiento ;U$S 400.000;Artigas-> Rural: 6497
Por Art. 35º;NO;24/07/2025;;Compraventa;Compraventa;;2025-70-1-01120;Parcialmente ocupado;U$S;2900000;494,7842;654,1602;Suelos, mejoras, maquinarias e instalaciones;Al momento de otorgarse la escritura de compraventa, dentro del plazo de 20 días a contar de la fecha en que la promitente compradora reciba el precio de venta por sus acciones en Disco Uruguay S.A. (previsto para Septiembre de 2025). Existe un contrato de arrendamiento por 368 ha indivisas de todos los padrones, renovado en junio de 2025 hasta junio de 2028.;En una sola partida simultáneamente a la firma de compraventa, dentro del plazo de 20 días a partir de la fecha en que la promitente compradora reciba el precio de venta por sus acciones en Disco Uruguay S.A. (previsto para Septiembre de 2025);U$S 290.000;San José-> Rural: 12516-4329-14936-1769-8718-1738-1870-12517-4684-12515-1621-8717-1737
Por Art. 5º;NO;24/07/2025;FRAC. 13 Y 12B DE COLONIA BALTASAR BRUM. INM 357;Compraventa;Compraventa;;2025-70-1-01125;Ocupado;U$S;779970;185,7071;186,35;Comprende Suelos y mejoras;Conjuntamente con la firma de la escritura de compraventa, arrendadas por un plazo de 3 años a contar del 01/09/24 (pactándose en dicho contrato que en caso de venta se le debe notificar al arrendatario con anticipación de 3 meses para que pueda desocupar los padrones objeto del presente ofrecimiento libre de ganado, pobladores e intrusos).;En una sola partida, conjuntamente con la escritura definitiva en un plazo de 200 días a contar del 4/06/25;U$S 100.000;Paysandú-> Rural: 6953-5068
